,title,authors,type,year_correct,year_number,collected_by,number_authors
1747,La dialectique de la durée,['Gaston Bachelard'],Publication,True,2001,Fabian,1
1748,'Die Beati Paoli' und die Ideologie des 'volkstümlichen Romans,['Umberto Eco'],Publication,True,2002,Fabian,1
1749,Vom Guerillakino zum Essayfilm: Harun Farocki - Werkmonographie eines Autorenfilmers,['Tilman Baumgärtel'],Publication,True,2002,Fabian,1
1750,La Philosophie biologique d'Auguste Comte et son influence en France aux XiXe siècle,['Georges Canguilhem'],Publication,True,1970,Fabian,1
1751,Auguste Comtes Philosophie der Biologie und ihr Einfluß im Frankreich des 19. Jahrhunderts,['Georges Canguilhem'],Publication,True,1981,Fabian,1
1752,Überwachen und Strafen - Die Geburt des Gefängnisses,['Michel Foucault'],Publication,True,1994,Fabian,1
1753,"hard core – Macht, Lust und die Tradition des pornographischen Films",['Linda Williams'],Publication,True,1995,Fabian,1
1754,Zement,['Fjodor Gladkow'],Publication,True,1974,Fabian,1
1755,Postmoderner Links-Nietzscheanismus - Deleuze und Foucault. Eine Dekonstruktion,['Jan Rehmann'],Publication,True,2004,Fabian,1
1756,Die Ufa-Story - Geschichte eines Filmkonzerns,['Klaus Kreimeier'],Publication,True,2002,Fabian,1
1757,La Méditerranée et le monde méditerranéen à l'epoque de Philippe II,['Fernand Braudel'],Publication,True,1966,Fabian,1
1758,'Elende Mütter' und 'liederliche Weibspersonen' - Geschlechterverhältnisse und Armenpolitik in Berlin (1770-1850),['Dietlind Hüchtker'],Publication,True,1999,Fabian,1
1759,"Leben in Büchern: die Derneburger Bibliothek des hannoverschen Staatsministers Ernst Friedrich Herbert Graf zu Münster und seiner Frau Wilhelmine Charlotte, geb. Gräfin zu Schaumburg-Lippe, als kulturhistorisches Dokument und biografische Quelle",['Claudia Pollich-Post'],Publication,True,2007,Fabian,1
1761,Automatisierte und semiautomatisierte Klassifizierung - eine Analyse aktueller Projekte,['Anna Kasprzik'],Publication,True,2014,Fabian,1
1762,Sichtbarkeit von Open-Access-Monographien als Herausforderung - Zur Rolle und Aufgabe von Bibliotheken,['Peter Thiessen'],Publication,True,2013,Fabian,1
1763,Repositorien für Forschungsdaten am Beispiel der Digital Humanities im nationalen und internationalen Vergleich – Potentiale und Grenzen,['Cordula Franzke'],Publication,True,2017,Fabian,1
1764,Nachhaltigkeit als Programm,['Maria Ganahl'],Publication,True,2015,Fabian,1
1766,Rereading Sex - Battles over Sexual Knowledge and Suppression in Nineteenth-Century America,['Helen Lefkowitz Horowitz'],Publication,True,2002,Fabian,1
1767,Wachtmeister Studer,['Friedrich Glauser'],Publication,True,1988,Fabian,1
1768,Die Tigerin,['Walter Serner'],Publication,True,1988,Fabian,1
1769,La cucina Veneziana,['Marcello Brusegan'],Publication,True,2006,Fabian,1
1770,Werbung handgemacht,['Margarethe Behr'],Publication,True,2020,Fabian,1
1772,Neue Lernorte: Learning und andere Grids an der Universität von Warwick,['Tina Hohmann'],Publication,True,2010,Fabian,1
1773,Über die Entwicklung der Amputation und Prothesenversorgung in den Jahren 1490 bis 1830: ein Beitrag zur bildlichen Darstellung im deutschsprachigen Raum anhand der gedruckten Abhandlungen in der Herzog-August-Bibliothek zu Wolfenbüttel,['Dieter Lüttje'],Publication,True,1989,Fabian,1
1774,"""It‘s the end of the world as we know it"": Ein Essay über Öffentliche Bibliotheken als zentrale lokale Einrichtung, dem Klimakollaps zu begegnen und ein Werkstattbericht aus der Heinrich-Böll-Bibliothek / Stadtbibliothek Pankow",['Tim Schumann'],Publication,True,2020,Fabian,1
1775,Winds of Change: Libraries and Cloud Computing,['Matthew R. Goldner'],Publication,True,2010,Fabian,1
1776,"Rein in die Verbünde, freischwebend oder auf die Wolke wartend?",['Margret Schild'],Publication,True,2015,Fabian,1
1777,The second-hand library - a way of reducing the ecological footprint,"['Petra Hauke', 'Klaus Ulrich Werner']",Publication,True,2013,Fabian,2
1779,Pädagogische Theorien des Lernens,['Michael Göhlich'],Publication,True,2007,Fabian,1
1780,"""... proud that my own library is such a responsible operator!"": Vallila Library in Helsinki shows the greener way",['Harri Sahavirta'],Publication,True,2013,Fabian,1
1781,Embedded Librarianship und Forschungsdatenmanagement in den Geisteswissenschaften,['Susanna Blaser-Meier'],Publication,True,2019,Fabian,1
1782,Library at the dock,['Jennifer Khan'],Publication,True,2015,Fabian,1
1783,"Göttinger Kostbarkeiten: Handschriften, Drucke und Einbände aus zehn Jahrhunderten","['Silke Glitsch', 'Niedersächsische Staats und Universitätsbibliothek Göttingen.']",Publication,True,2006,Fabian,2
1784,Eine nette Geste - SWT Touch and Gesture Support in Indigo,['Andreas Scharf'],Publication,True,2011,Fabian,1
1785,International journal of computer-supported collaborative learning,"['G Stahl', 'F. Hesse']",Publication,True,2008,Fabian,2
1786,Einführung von Bildung für nachhaltige Entwicklung (BNE) im öffentlichen Bibliothekswesen in Sachsen,[' Sächsische Landesfachstelle für Bibliotheken'],Publication,True,2020,Fabian,1
1787,"SpringerLink: SpringerLink ist die weltweit größte Online-Bibliothek für Wissenschaft, Technik und Medizin. Mit Zugriff auf Zeitschriften, Buchreihen, Bücher, Nachschlagewerke  und das historische Archiv ist SpringerLink der ideale Recherche-Startpunkt für Wissenschaftler und Forscher.",[' Springer-Verlag GmbH'],Publication,True,2010,Fabian,1
1788,"PubMed: SpringerLink ist die weltweit größte Online-Bibliothek für Wissenschaft, Technik und Medizin. Mit Zugriff auf Zeitschriften, Buchreihen, Bücher, Nachschlagewerke  und das historische Archiv ist SpringerLink der ideale Recherche-Startpunkt für Wissenschaftler und Forscher.",[' United States National Library of Medicine'],Publication,True,2010,Fabian,1
1789,Ein Drama auf der Jagd,['Anton Tschechow'],Publication,True,1987,Fabian,1
1790,Lust am Töten - Eine feministische Analyse des Sexualmorden,"['Deborah Cameron', 'Elizabeth Frazer']",Publication,True,1990,Fabian,2
1791,Neuerscheinungen über die Europäischen Gemeinschaften,[' ?'],Publication,True,1985,Fabian,1
1792,"Der koloniale Musterstaat? Rassentrennung, Arbeitszwang und totale Kontrolle in Deutsch-Südwestafrika",['Jürgen Zimmerer'],Publication,True,2004,Fabian,1
1794,Der fiktive Staat - Konstruktionen des politischen Körpers in der Geschichte Europas,"['Albrecht Koschorke', 'Susanne Lüdemann', 'Thomas Frank', 'Ethel Matala de Mazza']",Publication,True,2007,Fabian,4
1795,Den Himmel stürmen - Eine Theoriegeschichte des Operaismus,['Steve Wright'],Publication,True,2005,Fabian,1
1796,Die Tragödie eines Volkes - Die Epoche der russischen Revolution 1891 bis 1924,['Orlando Figes'],Publication,True,1998,Fabian,1
1797,Das unlösbare Problem - Zehn Pater Brown Geschichten,['Gilbert Keith Chesterton'],Publication,True,1977,Fabian,1
1798,Archäologie des Wissens,['Michel Foucault'],Publication,True,2005,Fabian,1
1799,Die Stadt ohne Juden - Ein Roman von Übermorgen,['Hugo Bettauer'],Publication,True,1996,Fabian,1
1800,Räuber und Gauner in Deutschland,['Carsten Küther'],Publication,True,1976,Fabian,1
1801,Der Fall Lerouge,['Émile Gaboriau'],Publication,True,1988,Fabian,1
1803,Die Wirklichkeit der Bilder – Malerei und Erfahrung im Italien des 15. Jahrhunderts,['Michael Baxandell'],Publication,True,1977,Fabian,1
1805,Der Staatsfeind - Leben und Tod des Anarchisten Franco Serantini,['Corrado Stajano'],Publication,True,1976,Fabian,1
1806,Die Zukunft der Forschungsbibliothek – Eine Strategieentwicklung auf der Grundlage einer Untersuchung zum Informationsverhalten in den Biowissenschaften nach Evidence Based Library and Information Practice,['Kai Geschuhn'],Publication,True,2013,Fabian,1
1807,Identification and characterization of synaptic proteins of Drosophila melanogaster using monoclonal antibodies of the Wuerzburg Hybridoma Library: = Identifikation und Charakterisierung von synaptischen Proteinen von Drosophila melanogaster mit Hilfe von monoklonalen Antikörpern der Würzburger Hybridoma-Bibliothek,['Partho Halder'],Publication,True,2012,Fabian,1
1808,Studien über den Gebrauch der Instrumente in dem italienischen Kirchenorchester des 18. Jahrhunderts: Ein Beitr. z. Gesch. d. instrumental begleiteten Messe in Italien ; (Auf Gr. d. Materials in d. Santini-Bibliothek zu Münster i. W.),['Heinrich Stute'],Publication,True,1930,Fabian,1
1809,Das Haus mit den tausend Stockwerken,['Jan Weiss'],Publication,True,1987,Fabian,1
1810,Anthropologie und Kolonialismus,"['Gérard Leclerc', 'Wolf Lepenies', 'Henning Ritter']",Publication,True,1976,Fabian,3
1811,Neuerscheinungen über die Europäische Union,[' ?'],Publication,True,1994,Fabian,1
1812,Hexensabbat - Entzifferung einer nächtlihen Geschichte,['Carlo Ginzburg'],Publication,True,1990,Fabian,1
1813,"Der Fabrikaffe und die Bäume - Wut, Erinnerungen und Träume eines apulischen Bauern, der unter die Arbeiter fiel",['Tommaso Di Ciaula'],Publication,True,1979,Fabian,1
1814,Arbeit und Leben in den Bauhütten - Zur Architekturgeschichte des Mittelalters,['Max Raphael'],Publication,True,1989,Fabian,1
1815,Memory and Utopia - The Primacy of Intersubjectivity,['Luisa Passerini'],Publication,True,2007,Fabian,1
1816,Studien über den Gebrauch der Instrumente in dem italienischen Kirchenorchester des 18. Jahrhunderts: Ein Beitr. z. Gesch. d. instrumental begleiteten Messe in Italien ; (Auf Gr. d. Materials in d. Santini-Bibliothek zu Münster i. W.),['Heinrich Stute'],Publication,True,1930,Fabian,1
1817,Automatisierte Inhaltserschließung von E-Books,['Michael Mönnich'],Publication,True,2017,Fabian,1
1818,Lügendetektor: Vernehmungen im besiegten Deutschland 1944/45,['Saul Kussiel Padover'],Publication,True,1999,Fabian,1
1819,Libraries4Future - über die Initiative und Best Practices,"['Janet Wagner', 'Tim Schumann', 'Christina Riesenweber']",Publication,True,2020,Fabian,3
1820,Informationsdienst Lesen - Ein Service der Dokumentationsstelle der Stiftung Lesen. 'Nicht allwissend - aber nuetzlich'!,['Alexander Botte'],Publication,True,1991,Fabian,1
1821,Zur Strukturierung der Schlagwortnormdatei,['F. Geißelmann'],Publication,True,1989,Fabian,1
1823,"hbz - Das Hochschulbibliothekszentrum des Landes Nordrhein-Westfalen: Partner der Bibliotheken und Entwickler innovativer Formen der Informationsvermittlung : 10 Fragen von Bruno Bauer an Hans Ollig, Leiter des hbz","['Hans Ollig', 'Bruno Bauer']",Publication,True,2006,Fabian,2
1824,Zivilrechtliche und strafrechtliche Sanktionen bei unerlaubter Vervielf�ltigung eines urheberrechtlich gesch�tzten Werkes,['Markus Andreas Lohmann'],Publication,True,2013,Fabian,1
1825,Wenn Algorithmen Zeitschriften lesen,"['Michael Gasser', 'Regina Wanger', 'Ismail Prada']",Publication,True,2018,Fabian,3
1826,Studien über den Gebrauch der Instrumente in dem italienischen Kirchen-Orchester des 18. Jahrhunderts: Ein Beitr. z. Gesch. d. instrumental begleit. Messe in Italien ; (Auf Grund des Materials in d. Santini-Bibliothek zu Münster i. W.),['Heinrich Stute'],Publication,True,1929,Fabian,1
1827,Das Leitbild der Zentralbibliothek der Sportwissenschaften Köln - eine Evaluation,"['Rudolf Brockhaus', 'Sebastian Lange']",Publication,True,2013,Fabian,2
1828,Sammelstelle Integration,['Gotthard Hoffmann'],Publication,True,1990,Fabian,1
1830,Konsortien in Bibliotheken,['Alice Keller'],Publication,True,2002,Fabian,1
1831,Meßbares Wissen,['Ingrid Baumgärtner'],Publication,True,2006,Fabian,1
1832,allegro-C : eine Software im Epochenwandel,['Bernhard Eversberg'],Publication,True,2012,Fabian,1
1833,"Pro smartphone cross-platform development - iPhone, BlackBerry, Windows Mobile, and Android Development and Distriubution","['Lee Lundrigan', 'Vidal Graupera', 'Sarah Allen']",Publication,True,2010,Fabian,3
1834,Einführung in die Sozialpolitik,['Leopold Wiese'],Publication,True,1910,Fabian,1
1835,Erfolgschancen neu gegründeter Betriebe,['Markus Heckmann'],Publication,True,2009,Fabian,1
1837,Übungsbuch zu Einführung in die positive Ökonomie,"['J. A. Stilwell', 'Richard George Lipsey']",Publication,True,1975,Fabian,2
1838,Soziale Betriebsführung,['Ludwig H. Adolph Geck'],Publication,True,1953,Fabian,1
1839,Wert und Wertung im Betrieb,['Konrad Mellerowicz'],Publication,True,1952,Fabian,1
1841,Vorrang für Vollbeschäftigung,[' ?'],Publication,True,1979,Fabian,1
1843,Arbeiten ohne Sinn und Perspektive?,['Ulrich Briefs'],Publication,True,1983,Fabian,1
1844,Erfolg mit Multiplan,['Thorsten Ritter'],Publication,True,1985,Fabian,1
1845,Marketing,['Karl-Heinz Uhlig'],Publication,True,1978,Fabian,1
1847,"Qualitatives Wachstum, Arbeitszeitverkürzung, Vergesellschaftung - Alternativen zu Unternehmerstaat und Krisenpolitik",[' ?'],Publication,True,1983,Fabian,1
1848,Informationstechnologien und Zukunft der Arbeit,['Ulrich Briefs'],Publication,True,1984,Fabian,1
1849,Um die Seele des Arbeiters,['Peter Hinrichs'],Publication,True,1981,Fabian,1
1850,Novell NetWare 3.12,['Eric Tierling'],Publication,True,1994,Fabian,1
1851,Die Macht am Main,['Hermannus Pfeiffer'],Publication,True,1989,Fabian,1
1852,Kommunikationspolitik,['Franz Ronneberger'],Publication,True,1978,Fabian,1
1853,Einführung in die Medienkunde,['Dietrich Kerlen'],Publication,True,2003,Fabian,1
1854,Der Kerzenzieher (Candelaio),['Giordano Bruno'],Publication,True,2003,Fabian,1
1856,Schiffbruch mit Zuschauer:  Paradigma einer Daseinsmetapher,['Hans Blumenberg'],Publication,True,2000,Fabian,1
1858,Der Philosoph als Autodidakt. Hayy ibn Yaqzan,['Abu Bakr Ibn Tufail'],Publication,True,2004,Fabian,1
1859,Kritik der reinen Vernunft,['Immanuel Kant'],Publication,True,1990,Fabian,1
1860,Nikomachische Ethik: Bibliog. erg. Aufl,[' Aristoteles'],Publication,True,1983,Fabian,1
1861,Der Beschäftigungszuschuss. Quantitative und qualitative Analysen der Erwerbsverläufe von Geförderten in NRW,['Philipp Fuchs'],Publication,True,2013,Fabian,1
1862,Neue Studien zur Bildungstheorie und Didaktik : zeitgemäße Allgemeinbildung und kritisch-konstruktive Didaktik,['Wolfgang Klafki'],Publication,True,2007,Fabian,1
1864,Global denken - lokal handeln - Weltklasse erreichen,['Rosabeth Moss Kanter'],Publication,True,2000,Fabian,1
1865,Bewegungen auf dem Arbeitsmarkt,['Thomas Rothe'],Publication,True,2009,Fabian,1
1866,Wohlfahrtsforschung in Schweden,"['Erik Gurgsdies', 'Klaus Wieser']",Publication,True,1975,Fabian,2
1867,Betriebskontrollen,['Günter Danert'],Publication,True,1952,Fabian,1
1868,Novell NetWare 4.1,['Eric Tierling'],Publication,True,1996,Fabian,1
1869,Windows NT 4.0 in heterogenen Netzen,['Lars Gerschau'],Publication,True,1997,Fabian,1
1870,Gegen die Unterwerfung der Arbeit und die Zerstörung der Umwelt,[' ?'],Publication,True,1985,Fabian,1
1871,Von Krise zu Krise,['Jörg Goldberg'],Publication,True,1988,Fabian,1
1872,"Entstehung, Rechtsform und Funktion des kapitalistischen Privateigentums",['Peter Römer'],Publication,True,1978,Fabian,1
1873,"Institutionen, Prozesse, Ziele",['Franz Ronneberger'],Publication,True,1978,Fabian,1
1877,Qualitatives Wachstum statt Gewinnförderung,[' ?'],Publication,True,1982,Fabian,1
1878,Die Leidenschaften der Seele:  Französisch--deutsch,['René Descartes'],Publication,True,1996,Fabian,1
1879,Ausgewählte Schriften:  Aus dem Französischen und Lateinischen übersetzt von Arthur Buchenau (Werke) und Fritz Baumgart (Briefe),['René Descartes'],Publication,True,1980,Fabian,1
1880,"Monadologie und andere metaphysische Schriften:  französisch--deutsch, übersetzt, mit Einleitung, Anmerkung und Registern versehen",['Gottfried Wilhelm Leibniz'],Publication,True,2002,Fabian,1
1881,Vom Text zur Person:  Hermeneutische Aufsätze (1970 -- 1999):  übersetzt von Peter Welsen,['Paul Ricoeur'],Publication,True,2005,Fabian,1
1882,"Die Krisis der europäischen Wissenschaften und die transzendentale Phänomenologie:  Eine Einleitung in die phänomenologische Philosophie:  herausgegeben, eingeleitet und mit Register versehen von Elisabeth Ströker",['Edmund Husserl'],Publication,True,1996,Fabian,1
1883,Kinoki-Umsturz,['Dziga Vertov'],Publication,True,1998,Fabian,1
1884,Die Steuerbilanz,['Theodor Ascher'],Publication,True,1958,Fabian,1
1885,Der Wert der Unternehmung als Ganzes,['Konrad Mellerowicz'],Publication,True,1952,Fabian,1
1886,Betriebswirtschaftliche Marktforschung,['Erich Schäfer'],Publication,True,1955,Fabian,1
1887,Allgemeine Grundzüge des Industriebetriebes,"['Hermann Funke', 'Hans Blohm']",Publication,True,1969,Fabian,2
1889,Rene Descartes: Die Leidenschaften der Seele,['Rene Descartes'],Publication,True,1996,Fabian,1
1892,Der Staat der Athener,"[' Aristoteles', 'Martin Dreher']",Publication,True,1993,Fabian,2
1894,"Discours de la méthode pour bien conduire sa raison, et chercher la verité dans les sciences / Von der Methode des richtigen Vernunftgebrauchs und der wissenschaftlichen Forschung",['René Descartes'],Publication,True,1997,Fabian,1
1895,"Stadt, Raum und Gesellschaft. Henri Lefebvre und die Theorie der Produktion des Raumes",['Christian Schmid'],Publication,True,2005,Fabian,1
1896,Minima Moralia: Reflexionen aus dem beschädigten Leben,['Theodor W. Adorno'],Publication,True,1969,Fabian,1
1898,Sprache und Geschichte: Philosophische Essays,"['Walter Benjamin', 'Rolf Tiedemann', 'Theodor W. Adorno']",Publication,True,2000,Fabian,3
1899,»Kinoglaz«,['Dziga Vertov'],Publication,True,1924,Fabian,1
1901,"Aktivierung, Erwerbstätigkeit und Teilhabe","['Susanne Koch', 'Peter Kupka', 'Joß Steinke']",Publication,True,2009,Fabian,3
1902,Die deutsche Diktatur,['Karl Dietrich Bracher'],Publication,True,1976,Fabian,1
1904,Die stationäre Wirtschaft,['James E. Meade'],Publication,True,1971,Fabian,1
1905,Grundlagen der Betriebsorganisation,['Hanns Linhardt'],Publication,True,1954,Fabian,1
1906,Das sozialistische Wirtschaftssystem,['Jozef Wilczynski'],Publication,True,1974,Fabian,1
1908,Networking mit Windows NT 4.0,['Eric Tierling'],Publication,True,1997,Fabian,1
1910,35 Stunden sind genug!,[' ?'],Publication,True,1987,Fabian,1
1911,Industrieller Friede?,"['Peter Hinrichs', 'Lothar Peter']",Publication,True,1976,Fabian,2
1912,Der Substanzwert,['Jörg Bankmann'],Publication,True,1960,Fabian,1
1915,Sanierungen,['Walter Baur'],Publication,True,1978,Fabian,1
1916,Die kranke Wirtschaft - Kapitalismus und Krise,['Pavel Rapoÿés'],Publication,True,1984,Fabian,1
1918,"Geist, Gehirn, Maschine:  Philosophische Versuche über ihren Zusammenhang",['Holm Tetens'],Publication,True,1994,Fabian,1
1919,Philosophische Schriften in 4 Bänden:  Hauptschriften zur Grundlegung der Philosophie. Teil 2:  übersetzt von Artur Buchenau,['Gottfried W. Leibniz'],Publication,True,1999,Fabian,1
1920,Philosophische Schriften in 4 Bänden:  Hauptschriften zur Grundlegung der Philosophie. Teil 1:  übersetzt von Artur Buchenau,['Gottfried Wilhelm Leibniz'],Publication,True,1999,Fabian,1
1923,Phänomenologie des Geistes,['Georg Wilhelm Friedrich Hegel'],Publication,True,1952,Fabian,1
1924,Altägyptische Dichtung,['Erik Hornung'],Publication,True,1996,Fabian,1
1925,Meditationen über die Grundlagen der Philosophie,['René Descartes'],Publication,True,1994,Fabian,1
1926,Einleitung zur Enzyklopädie von 1751,"[""Jean Le Rond d' Alembert""]",Publication,True,1955,Fabian,1
1927,Was ist ein Text?,['Paul Ricœur'],Publication,True,2005,Fabian,1
1928,Am Beispiel meines Bruders,['Uwe Timm'],Publication,True,2003,Fabian,1
1929,L'Air et les Songes - Essai sur l'imagination du mouvement,['Gaston Bachelard'],Publication,True,1943,Fabian,1
1930,Dewey-Dezimalklassifikation und Register (DDC 22) ; 4 Bände,"['Melvil Dewey', 'Joan Mitchell', 'Julianne Beall', 'Giles Martin', 'Winton Matthews', 'Gregory New', 'Germany Deutsche Bibliothek Frankfurt am Main']",Publication,True,2005,Fabian,7
1931,Wie Uli der Knecht glücklich wird:  Eine Gabe für Dienstboten und Meisterleute:  Mit Illustrationen von Friedrich Walthard,['Jeremias Gotthelf'],Publication,True,1984,Fabian,1
1932,Fernsehspuren im Handeln von Kindern,['Ben Bachmair'],Publication,True,1984,Fabian,1
1933,Niederhessen in der Krise?,['Ingrid Baumgärtner'],Publication,True,2006,Fabian,1
1934,"Monadologie:  französisch--deutsch, übersetzt und",['Gottfried Wilhelm Leibniz'],Publication,True,1998,Fabian,1
1936,"Philosophische Untersuchungen - Auf Grundlage der Kritisch-genetischen Edition, neu herausgegeben von Joachim Schulte, 2003",['Ludwig Wittgenstein'],Publication,True,1953,Fabian,1
1938,"Wir sind in die Irre gegangen. Die Schuld der Kirche unterm Hakenkreuz, nach dem Bekenntnis des »Darmstädter Wortes« von 1947",['Hans Prolingheuer'],Publication,True,1987,Fabian,1
1939,"Der römische Staat, Teil 1: Die Republik",['Ingemar König'],Publication,True,1992,Fabian,1
1942,Gegen Unternehmermacht und Patriarchat,[' ?'],Publication,True,1989,Fabian,1
1943,Am Beginn des Abschwungs: mit Arbeitszeitverkürzung und Umweltprogrammen gegen die Krise,[' ?'],Publication,True,1987,Fabian,1
1946,Über Keynes und den Keynesianismus,['Axel Leijonhufvud'],Publication,True,1973,Fabian,1
1947,Arbeitspädagogik im Betrieb,['Johannes Riedel'],Publication,True,1958,Fabian,1
1948,Der Verfall des Fortschrittsgedankens in der ökonomischen Theorie,['Eugen Rau'],Publication,True,1972,Fabian,1
1949,Die BASF,['Jürgen Räuschel'],Publication,True,1975,Fabian,1
1950,Öffentliche Betriebe,['Albert Schnettler'],Publication,True,1956,Fabian,1
1951,Kapitaltheorie,['Jack Hirshleifer'],Publication,True,1974,Fabian,1
1954,Die Fabrikbuchhaltung,['Albert Calmes'],Publication,True,1909,Fabian,1
1957,Technik in der Antike,['Brigitte Cech'],Publication,True,2010,Fabian,1
1958,Territorium und Stadt: Aufsätze zur deutschen Verfassungs- Verwaltungs- und Wirtschaftsgeschichte,['Georg von Below'],Publication,True,1923,Fabian,1
1959,Philosophische Untersuchungen über das Wesen der menschlichen Freiheit und die damit zusammenhängenden Gegenstände,"['Friedrich Wilhelm Joseph von Schelling', 'Thomas Buchheim']",Publication,True,1997,Fabian,2
1963,Maschinenfabrik N.&K. - Ein Roman aus dem proletarischen Alltag,['Willi Bredel'],Publication,True,1975,Fabian,1
1964,Martin Luther,['Lucien Febvre'],Publication,True,1996,Fabian,1
1965,Union der festen Hand,['Erik Reger'],Publication,True,1979,Fabian,1
1966,"Rasse, Blut und Gene – Geschichte der Eugenik und Rassenhygiene in Deutschland","['Peter Weingart', 'Jürgen Kroll', 'Kurt Bayertz']",Publication,True,1988,Fabian,3
1967,Lichte Zukunft,['Alexander Sinowjew'],Publication,True,1979,Fabian,1
1968,Menschen auf der Straße,['Carsten Küther'],Publication,True,1983,Fabian,1
1969,From Collaborative Technology to Collaborative Use of Technology: Designing Learning Oriented Infrastrucutres,"['Lasse Lipponen', 'Jiri Lallimo']",Publication,True,2004,Fabian,2
1970,Sergei Eisenstein - Ausgewählte Aufsätze,['Sergei Eisenstein'],Publication,True,1960,Fabian,1
1971,Beobachtende Vernunft - Philosophie und Anthropologie in der Aufklärung,"['Sergio Moravia', 'Wolf Lepenies', 'Henning Ritter']",Publication,True,1977,Fabian,3
1973,Rosenhofstraße - Roman einer Hamburger Arbeiterstraße,['Willi Bredel'],Publication,True,1975,Fabian,1
1974,Thérèse Raquin,['Émile Zola'],Publication,True,1988,Fabian,1
1975,Internationaler VDI-Kongress Getriebe in Fahrzeugen 2012 – International VDI Congress Drivetrain for vehicles 2012,"[' diverse', ' \\VDI Society Product and Process Design\\', ' \\Internationaler VDI-Kongress Getriebe in Fahrzeugen 2012 Friedrichshafen, 19. und 20.06.2012\\']",Publication,True,2012,Fabian,3
1976,Doctor Faustus,['Frank Baron'],Publication,True,1978,Fabian,1
1977,Geschichte schreiben in der Postmoderne:  Beiträge zur aktuellen Diskussion,['Christoph Conrad'],Publication,True,1994,Fabian,1
1978,Solidarität oder Objektivität?:  Drei philosophische Essays:  aus dem Engl. von Joachim Schulte,['Richard Rorty'],Publication,True,1995,Fabian,1
1979,Lagerwirtschaft,['Friedrich Henzel'],Publication,True,1950,Fabian,1
1980,Kontenrahmen und Kontenpläne der Unternehmungen,['Erich Kosiol'],Publication,True,1962,Fabian,1
1982,Geht die Arbeitslosenversicherung in Rente?,['Roman Lutz'],Publication,True,2009,Fabian,1
1983,Sozialpsychologie,['Leon Mann'],Publication,True,1976,Fabian,1
1984,Methoden und Technik der Betriebsstatistik,['Max Rudolf Lehmann'],Publication,True,1960,Fabian,1
1985,Veränderung der seelischen Gesundheit durch arbeitsmarktpolitische Maßnahmen,['Heike Behle'],Publication,True,2007,Fabian,1
1986,Nationale Wettbewerbsvorteile,['Michael E. Porter'],Publication,True,1999,Fabian,1
1987,Kommunikationspolitik als Gesellschaftspolitik,['Franz Ronneberger'],Publication,True,1980,Fabian,1
1988,Die im Schatten leben,['Walter Baumann'],Publication,True,1982,Fabian,1
1989,Für eine beschäftigungspolitische Offensive,[' ?'],Publication,True,1986,Fabian,1
1990,Wo Organisation endet,['Kenneth Joseph Arrow'],Publication,True,1980,Fabian,1
1992,Der Selbstmord in der abendländischen Epik des Hochmittelalters,['Fritz Peter Knapp'],Publication,True,1979,Fabian,1
1993,Geschichte der Arbeitslosigkeit,['Frank Niess'],Publication,True,1979,Fabian,1
1994,QuickStart PostScript,"['Florian Däumling', 'Daniel Sillescu']",Publication,True,1990,Fabian,2
1995,"Staat, multinationale Konzerne und politische Union in Westeuropa",['Heinz-Jürgen Axt'],Publication,True,1978,Fabian,1
1996,Demokratische Wirtschaftspolitik gegen Marktmacht und Sparmaßnahmen,[' ?'],Publication,True,1981,Fabian,1
1998,Lateinische Umgangssprache,['J. B. Hofmann'],Publication,True,1926,Fabian,1
